Series Number,Filename,Name,Description,Gender,Attributes- Hair. Eyes. Teeth. Clothing. Accessories. Expression. Strrength. Weakness,UUID,sha256
310,hilda-the -insomaniac,hilda the insomaniac,Hilda prefers to sleep during the day,Female,,5876569a-5ace-11ed-9b6a-0242ac120002,047e8a25046babc3789c76f41c40533667f833223f4d8f0cf0aeae3474fcf8fc
311,sisi yemi-the -street aunty,sisi yemi the street aunty,Sisi Yemi is everyone's favourite street aunty.,Female,,587657a8-5ace-11ed-9b6a-0242ac120002,5403b9fa4a81f2f60072648d2c62ed9039689d633be89f9e677a716bb7a351c1
312,chiamaka-the -bully,chiamaka the bully,Chiamaka hates people in her business and likes to scare the kids on the block,Female,,587658ca-5ace-11ed-9b6a-0242ac120002,cf09f441ed2b5dc627e961c2faa139119de65f6944e20213e3bd160857d23395
313,gift-the-fashionista,gift the fashionista,Gift has always been bold and that spreads to her fashion sense too.,Female,,58765adc-5ace-11ed-9b6a-0242ac120002,cfeecca1d6a4d399b04651794540c178c9d240aed0214d36256dd733fea56bd1
314,omoyene-the-weirdo,omoyene the weirdo,Omoyene likes to murmur to herself and talks about seeing ghosts,Female,,58765bea-5ace-11ed-9b6a-0242ac120002,18cd4976896c5ddaad67ba7f567fcfec385dcdc23ec28eeb9f9ee66f80d8eab9
315,maria-the -freshface,maria the freshface,Maria likes to believe the world is sunshine and rainbows while blowing gum,Female,,58765d02-5ace-11ed-9b6a-0242ac120002,0ea0f1d99bf568448d8beed5bbb286f008fa5e8c71f0c4f37d50e53da3fc7590
316,monica-the -smoker,monica the smoker,Monica is never found without a pipe and loves to interject in every conversation,Female,,58765e24-5ace-11ed-9b6a-0242ac120002,26d5662ea08b34cd43cdbb5a24ba5c61f8c79f7cf14010d8087390683b5906ef
317,,,,,,,5f87c81daba5d002baeb51b7c1f0bce55504e54d043e4a3e988229bb9c4cebd7
318,,,,,,,4a9e4d65f88ed4112b14a2410929c72b4bed21485091894088e16d380e149f60
319,,,,,,,647c204ee6ad097f8fa24e9e58956e861745db75ff2bf2376ac002afffbfa38e
320,,,,,,,4787fb6e5414974332cd5832b303f7f4c699edaaaf0df7e36ba212cd296eaef4
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM SANDPAPER,,,,,,
321,Omunyinyi-the-stoic,omunyinyi the stoic,omunyinyi wears a Kitenge coat,male,Hair: bald Eyes: tearyTeeth: noneSkin: brownskinClothing: checked ankara Accessories: None Expression: Teary Strength: powerful Weakness: self-loathing,c2d6a3ac-1d4d-4268-ba7f-4f0f8f50c1ab,37853f397d8db7049f3eba712146d57bf1edc89c24a5adb77a55eb84ce6b4311
322,Kamau-the-sleeper,kamau the sleeper,closed eyes meditating,male,Hair: Blad Eyes: closed Teeth:  noneSkin: brownskin Clothing: black ankara Accessories: none Expression: flat Strength: open to suggestion Weakness: always sleepy,20330f5c-40c2-4f6a-b9d8-d1d04fb97daf,fe267cf5600878a680b1ee0b8bd8983bae5e93950fd78b10a6a35bf1eb39a545
323,Mutiso-the-lastborn,mutiso the lastborn,masked up mutiso dozing off,male,Hair:bald Eyes: closed Teeth: none Skin: brownskin Clothing: yellow ankara Accessories: none  Expression: tired Strength: consistency weakness: pessismist,0706c338-42eb-4d26-84ea-c24b39628200,5f6534566fa77ff796795c72252c0e0e4dd3762b1c1603e8b8192be54325c120
324,Omondi-the-vegeterian,omondi the vegeterian,omondi wears a green coat,male,Hair:bald Eyes: sharp eyed Teeth: none Skin: brownskin Clothing: green ankara Accessories: none Expression: alert Strength: leader Weakness: anxious,bfb5e8d5-d7a7-4aa8-85e8-d7d9afd4adb3,254a80019eef5a0f21c849173fc4d6f990559d774695db4eeaca5dc432523dc4
325,Barasa-the-optimist,barasa the optimist,looks up to the sky and makes a wish,male,Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: brown ankara Accessories:none Expression: awake Strength: strong willed Weakness: immoral,2da4bef4-38cc-4414-99ad-7361fac04b2b,dab1457af3eadd1bb2bb166987f11f518e16d2c969096b560963bb9721b5892e
326,Mwembu-the-elder,mwembu the elder,"old but not so old, with yellow his favorite color",male,Hair: bald Eyes: black Teeth: none Skin: dark skin Clothing: dark ankara Accessories: none  Expression: plain Strength: fulfilled Weakness: angry,36181230-6ac9-417f-af5c-23bdd2c25ecb,73b1164f5372745d8607216f6a6a774423e79d8839f8ec00a8b1f6efc018b130
327,Mbogi-the-fighter,mbogi the fighter,masked up mbogi after capture,male,Hair: baldEyes:  blackTeeth: noneSkin: darkskin Clothing: onesideankara Accessories: noneExpression: willfull Strength: fighter  Weakness: rebellious,3a7bc3c4-1463-42ce-84c9-07337da64435,92334621354a7adaf2d69e337ec70c73674e83343de738ff52a3aade1e9aecfb
328,Mrosho-the-runner,mrosho the runner,masked up mrosho,male,Hair: bald Eyes: sea blue Teeth: none Skin: darkskin Clothing: purple ankara Accessories: none Expression: alert  Strength: visionary  Weakness: destructive,b2ca2c76-3b6d-43f1-8cc9-089b6ab83876,c59c3c1019afad310f4d126632f7b8aaf47e50ff2213e6a9b800c40777aa4b21
329,Milele-the-african,milele the african,milele with a nice african print in orange,male,Hair: bald Eyes: blue Teeth: none Skin: dark skin Clothing: orange ankara Accessories: none Expression: timid Strength: leader Weakness: failure,644b0259-d75c-456d-934c-ce7c052bad3a,9c8a87f33042acca40092f181adb06a10e2041890554c0b814d01e7985831f18
330,Olebon-the-oloibon,olebon the oloibon,olebon in customized buba sokoto,male,Hair: bald Eyes: closed Teeth: none Skin: darkskin Clothing: animal print Accessories: none Expression: surprised Strength: empathy   Weakness: Easily bored,de261efe-731d-461e-b2e4-42edd2f48f72,67ccb7f8ebd47542cbcce1a65ff45b70582086aa13f0f842be0d0ce63aad67d7
331,Chifu-the-maasai,chifu the maasai,clothing inspired by maasai shuka,male,Hair: bald Eyes: closed Teeth: none Skin: none Clothing: ankara shirt Accessories: none Expression: visionary Strength:  authentic Weakness: selfish,239933c4-7177-4b5b-86e8-e6f952301344,b3a9ff760660bd4f34c4c2866eac8d9e4e37da2e1abccfd9ecb1dea5ccad5576
332,Mwangaa-the-voice,mwangaa the voice,mwangaa the chief,male,Hair:  bald Eyes: blue Teeth: none Skin: darkskin Clothing: white lined ankara Accessories: none Expression: kindness Strength:  brave Weakness: impatient,49179b62-812d-4d0f-b518-4af7fa79f8bc,3926806fdac3095cf5115488f4e91383a3b2c4fa2204c1c8476cf9c4fe78c36c
333,Waforte-the-first,waforte the first,masked up man who does sleep a lot,male,Hair: bald Eyes: closedTeeth:none Skin: darkskin Clothing: jean ankara Accessories: none Expression: shy Strength:  Weakness: selfish,871912a8-d96e-4594-b7b3-450d94ee6924,36f4b61e50a35b201701addb772e8b97c653110f6f1d286ac2923296a4d5458b
334,Kariuki-the-prayerful-one,kariuki the prayerful one,kariuki closes his eyes,male,Hair: bald Eyes: closed eyes Teeth: Skin: Clothing: Accessories: Expression: bored Strength: intelligent  Weakness: passive,6a5b6fa6-0f91-4b01-957f-c766945eb704,58b43e07ba2309edd1e84ca019c6bffdf82b7f58da61705137d21e759be262e3
335,Kenyanese-the-priest,kenyanese the priest,masked up man with with white cloth,male,Hair: bald Eyes: white Teeth: none Skin: darkskin Clothing: white jean shirt Accessories: none Expression: calculative Strength: kind Weakness: takes things personally,0706c338-42eb-4d26-84ea-c24b39628200,19e40cea98ea75446ae548a54f1a9d3c0611e70ef25fd7f077ef0384e1036a12
336,Nyimbo-the-singer,nyimbo the singer,glasses and a pot for the night,female,Hair:dreadlocks Eyes: glassed up Teeth:none Skin: brownskin Clothing: off shoulder ankara Accessories: a pot Expression: free spirited Strength: fair Weakness: impatient,d05af807-b3e9-4ad3-8df1-b7864d2daa33,0c0dc07e1cbd738ce4f46d329503ec48b1082d78b6dbeec2c39103a962c7bcf3
337,maathai-the-nobel-winner,maathai the nobel winner,mathaai the warrior,female,Hair: pink afro Eyes: glassed up Teeth: none Skin: brownskin Clothing: colored ankara Accessories: noneExpression: strict Strength: leadership  Weakness:short sighted,0871cb8c-8d56-445d-92c7-01793f327707,ccdd8751778ebe665fc65fdef450adf8ce28c493d197c40febb57aad56e640a6
338,Tish-the-angry-one,tish the angry one,angry tish with specs on,female,Hair: black huge afro Eyes:  none Teeth: broken teeth Skin: brownskin Clothing: offshoulder ankara Accessories: none Expression: disgusted Strength: blunt Weakness:greedy,750a89dc-44ff-43bf-8211-b7776f1b5e52,b0468fdb41ed9b6d2f785248df6f194d19fc4d8fcb84ed8cfb128c432070163a
339,Wamenza-the-winner,wamenza the winner,wamenza the leader,female,Hair: laid back Eyes: none Teeth: none Skin: brownskin Clothing: offshoulder ankara Accessories: noneExpression: meditative Strength: strict Weakness: impulsive,7348c9ed-4ac9-4785-9434-0a1f0dcaf8d8,2957d2d824e0aa806c9bd27aea883bfd9543574dc7bab8ff76476092c69b4740
340,Isaya-the-track-king,isaya the track king,isaya the traveller,male,Hair: none Eyes: glassed up Teeth: none Skin: brown skin Clothing: bright ankara Accessories: none Expression: taken aback Strength: straight forward Weakness: selfish,41781a16-d2b8-4fc6-a1f4-b9fffc5c95ba,2b6f28ada25acfae76399124b4393079447538795af9b19e77b8ebfda2e31947
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM RULER,,,,,,
341,mansur-the-partyrider,mansur the partyrider,Mansur is the life of a party and never caught dulling.,male,"Eyes: ash grey. Hair: bald,  Weakness: red-whine, Accessories: studs, Expression: Happy, Clothing: Agbada",78db0f29-3936-4d9c-bb90-3dbf20dba2dd,4b7cbe5af843dc484823a9232f63ac59968c9169b77e7afa41c89119a3fef20b
342,tola-the-businessman,tola the businessman,Tola loves business and owns several shops in idumota,female,"Eyes: midnightblack. Hair: brown bald,  Weakness: love, Accessories: mask, Expression: furious, Clothing: purple blow, Nose: rounded ",1c5d5a6b-cf04-4bf9-978e-22a7e9bc5819,32297522b3bb788d8193d8343f23507ca965d9f8f8a30b1c43ad40eb5fbaf0bc
343,abdullahi-the-honorable,abdullahi the honorable,"Popularly called ""buje budanu"" a godfather who lavishes money on young thugs",male,"Eyes: blue-blackish. Weakness: indecision, Mouth: black lips, Expression: notorius, Clothing: brown agbada, Stregth: intelligent ",dd708276-445f-4483-8357-fc08e999328f,1b092e5c2db3fb2f9fbf7d89d8ee6d2c83c12a665ba87a472aa6943ea118105c
344,ojukwu-the-badguy,ojukwu the badguy,Ojukwu likes to oppress and cause trouble,male,"Eyes: eagle eyeball. Weakness: weak will power, Accessories: Nose Mask, Expression: needy, Clothing: yellow lining blowse, Stregth:cross-dressing",76c1eabf-15ea-446a-8426-472982c4d800,9815c87a9753c9601093a9d22602d5c8461f85aaf3e7f61c0dabca0cbc0182de
345,odunsi-the-egbonadugbo,odunsi the egbonadugbo,Odunsi loves to advise and people in the community rely on him,male,"Eyes: dark brown. Weakness: emotional, Accessories: Nose Mask, Expression: depressed, Clothing: ankra wrap-style, Stregth: powerful",2912ab8b-5875-4277-a5c2-a0209aee90ae,8aafdba59a797b2dae3e1e781f8e07fe48a683e632267b14d1b6c2d165a13458
346,ogogo-the-sugardaddy,ogogo the sugardaddy,A rich oil magnate who loves to 'solve' young women's problems with his millions,male,"Eyes: shinny white. Weakness: selfish, Accessories: neckbeads, Expression: scary, Clothing: purple danshiki, Stregth: brave",aa575f30-04ad-45f9-a798-199465117793,49a5de20744be26f4a5b9e2234a7deb2c64888500d65014151a280ef97be30c9
347,suli-the-amalaseller,suli the amalaseller,"Suli sells amala , she is very rude, and they say thats the secret to her sweet food",female,"Eyes: cat eyes. weakness: selfish, Accessories: nose mask, Expression: disappointed, Clothing: brown agba, Stregth: strong will-power",46fd4821-04dd-4f65-9290-c130a00c4c93,f5975ec48bcb9496b562229c030e3397091baed849551ef8d20c533135ca9848
348,dolapo-the-afrocentric,dolapo the afrocentric,Dolapo loves african prints and loves to showcase culture,female,"Eyes: cat eyes. Weakness:emotional, Accessories: nose mask, Expression: happy, Clothing: an orange blouse with brown stripe, Stregth: beautiful",cbab232b-5c62-4df8-867b-018a2e496cd4,c6dd393797679e2d3e28955486b1ac72306f64008b5d740aaf94914c902edfe7
349,danjuma-the-saddist,danjuma-the-saddist,Danjuma is a grumpy man no one likes to associate with him,male,,5a42af57-186e-425b-b6b1-f72bda4911ef,7da37a03c0206d20d7a86d9be0c6fd0f303972e79c6bb20f4bb1fc118143f976
350,chinedu-the-farmer,chinedu the farmer,An hardworking farmer who has 6 boys who help out on the farm,male,,9e8a55d7-0d8d-465d-a628-08ddd387a2c6,ad44ec82f6a40b73f6e75c19da4fb8fef211ca496932667ed4649b4f986b364d
351,kola-the-baldguy,kola the baldguy,kola girls fall for his bald head and always barb it,male,,c32f1757-da9c-49e8-bd79-510a42b6971a,d073d43d6b79c289b269fb85d9909a850d2679eaca73bb4dc047921c7e080386
352,bola-the-bosslady,bola the bosslady,Bola commands boys and chill with men,female,,09ff910d-a2be-49d5-8b27-b9378458701c,4db10db1b187c9c792a65b5cc782c128f0b98d0986d472cbfdfa8f1ed2152321
353,kunle-the-alienguy,kunle the alienguy,People feared kunle because of his alien's colour,male,,dea2f5d8-e3ba-4d3f-9a17-0a7edfd0c100,c2cef3c4afbc2fcf12bd63d551d0e707b028a9481845c31d99b050a0c2ffa5b1
354,segun-the-sharp,segun the sharp,Segun drives with caution and people love him for that,male,,f9159a9c-f48d-4aee-bcc1-63c86209f806,e3b3b2d6f93427cc0b048e75cc641153878ea3f66f71282722847de0e9c9b93c
355,ola-the-hardguy,ola the hardguy,Ola is feared by many and he leveraged on that,male,,a814fc77-bdfa-4e50-8ba8-3e4e4bcfb3c0,a92fc27dadc34b33ebf507c6eb56b00413c4762cbb616ed6de186db9779b7fd8
356,emeka-the-chief,emeka the chief,Crowd are always at Emeka's house and people respect him,male,,195e89c8-0b6f-43ad-9a2c-d20f03439e96,8b348df9c874538fbdd435e4f3f9f92bb55193f50cb2a65e182d6c48be19c9f0
357,ugochukwu-the-celeb,ugochukwu the celeb,Ugochukwu has many followers on social media,male,,74775cda-cff4-4d21-8819-693127598eca,c2f6d9ae483764c0e4c5bb29295f526eccaa977518fa42175204e336f67f8cc3
358,adekunle-the-yorubademon,adekunle the yoruba demon,A womans' man with no devotion to any of them,male,,5c98c2d8-3144-4e08-8a0f-9b8d7e4f5aa7,d32cadc4fdf6a1df827fdeaa32a5ce5c0bba68675098787fb35640fc33bcf0da
359,favour-the-fashionista,favour the fashionista,Combining dresses is not a problem for Favour,female,,19fc15c3-80fe-4d45-a2fe-be8f087d57c4,c03ad69d70b3024a822441e80f807ebb8dbf9590087bacd418a78a2b26cb5f2d
360,jane-the-slayqueen,jane the slayqueen,Jane is always found in the midst of men and loves partying,female,,74775cda-cff4-4d21-8819-693127598eca,bece93392b2691a8cb4884372ffc7c95dde55e6aace3d9f309107efa9eee10d4
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM VBELT,,,,,,
361,osas-the-ceo,osas the ceo,"Meet Osas, a Gen-Z CEO with the British accent.",Female,"Hair: purple dreadlocks, Accessory: gold glasses",b10f7e42-4778-49db-820b-dabbad75504a,68776f8102663222b3cba2a3fd0870ed8f27ae5c86a03e33e09b4d3bfe2a4b2d
362,nneka-the-rainbow babe,nneka the rainbow babe,"Nneka, the happy rainbow babe with the vibes",Female,"Hair: pink, Accessory: Pink",e7e20ab8-03e0-4e0a-80aa-6e193f84426e,478de89a80d742c65d5fa319a30f6651348a382f554cf1d5f21f9f759bd1e954
363,temitope-the-spoilt girl,temitope the spoilt girl,"Temitope, our favourite Daddy's girl.",Female,"Teeth: vampire teeth, accessory: gold glasses",10cbcbcb-754e-4175-b85d-d0c7eafa16a2,4a3a8bf34ac18d51eba0f6ac41ced46e9ffe87a6c7d4852fdbcb11c86d071d6c
364,bekeh-the-party animal,bekeh the party animal,"Baby Bekeh, Life of the party that goes home with your charger.",Female,"Hair: dark brown, Accessory: gold glasses",f0558235-3043-46e5-b26c-5bde83cc67fb,20493613f07b88ffd76b49b4f7a28e44972b68dac43e82cb7e8aaf060256b90a
365,nana-the-tech lady,nana the tech lady,"Nana, the tech madam that doubles as Kumasi Adele in her bathroom every morning.",Female,"Accessory: gold glasses, beret, Hair: black",e0858913-7050-4c4a-a2a0-442a88463334,7ce14a36499535d6b00e5cfdae35f496117a9bcd5342ef2f0141af3a917c45a2
366,rofiat-the-marketer,rofiat the marketer,"Rofiat, the distressed marketing intern.",Female,"Eyes: Brown, Hair: Purple dreadlocks",1e4d9bda-f6f9-4e7a-9381-bee4b074b56d,dd867205fa8d5f201af0afa3096736f0ac84cf11202757d253bcc0bb82231803
367,zarifa-the-righteous,zarifa the righteous,"Meet Zarifa, a proper baddie for Christ.",Female,Eyes: Blue Hair: Pink,c6955d16-c343-46bc-9bed-c069ea8cc65a,1377f11fd4e6a5da3d2d0c33d58992cec26588793f3c57bb9b63f3247034d92f
368,modinat-the-troublesome,modinat the troublesome,"Modinat, The queen of Gbas Gbos.",Female,"Teeth: vampire teeth, Accessory: brown glasses, Hair: long maroon hair",49eb44e8-1117-463b-b7b3-1bcea4258362,7432ab0bee9b80640bddfa3aece62d98cadfd52348e3a64d900014cd892b2b11
369,amaka-our-mummy-g.o,amaka our mummy g.o,"Here's Amaka, our one and only mummy G.O who's been to hell and back.",Female,"Eyes: blue, Hair: dark brown",853edc40-0f9d-40c5-ba78-46067dfd7f68,407083fe80b09db99b1d6fa781c29e72d433307770757a909346a4191bb708df
370,mawusi-the-patient,mawusi the patient,"Meet Mawusi, the sweet sister waiting for her Canadian bobo.",Female,"Eyes: Blue, Accessory: beret, Hair: Black",ca9ddc30-141a-493d-851b-71d34f599641,566d7d4e864f8ad9c890d8c95926dddec4cdd8d601233c0e0f151b243b718795
371,nesta-the-difficult,nesta the difficult,"Meet Nesta,the National Chairlady, Shege Administrators of Nigeria. (SAN)",Female,"Hair: double puffy hair, Accessory: hair bands, Eyes: brown",fc3b7ca7-efdb-45b2-b7c9-e69107484a43,3726edba22a4e0e79ddf17521ec92253877f7cfef3482aa0908991cd9bbb1d9e
372,adaora-the-choir mistress,adaora the choir mistress,"Adaora, our able choir mistress that will take your boyfriend for vanishing.",Female,"Accessory: choker necklace, Eyes: brown, Hair: black",df944505-da1a-424e-88aa-b9d365bd2775,cdf526b74c0605902db6d52e9a7a669e03d57c48ca249553a4026e9ff6669db0
373,busayo-the-husband snatcher,busayo the husband snatcher,"Miss Busayo, Can transplant your husband with the blink of her eyes",Female,"Eyes: brown, Hair: brown",73c8d935-4a71-41d2-a1de-066ae8d548e6,43ab5a3e69feba7584b0a6de078fa0dd87b89fc3514138f9a8c5e4f4466a7d2f
374,wangari-the-waitress,wangari the waitress,"Wangari, the aspiring musician that doubles as a waitress.",Female,"Accessory: Purple earrings, eyes: brown eyes, hair: purple dreadlocks",4bd7a15b-cc66-4e2d-8fdb-d550f2dd645c,ec97caae9bf79838746c3d822c8369e66ff2b1a783186c98c10187f789758721
375,charlene-the-shy lady,charlene the shy lady,"Meet Charlene, the shy sweetheart next door.",Female,"Hair: brown afro, Eyes: brown",36539b84-ada0-43cb-92d4-30596e07a39a,34624f2660210a3359adec4ff34f1d86b37081cb08daa5b25afacb8d5d0457f4
376,addae-the-unretired,addae the unretired,"Mummy Addae, the hot grandma that has refused to retire.",Female,"Accessory: choker necklace, Eyes: brown, Hair: brown",ced7b53c-73de-4fc7-a652-2b17ebfe68c9,11dd926a8087976bae50ffcf7f2c52c4eab7dc904320e00081f3666c7f3a47b0
377,abena-the-slay queen,abena the slay queen,"Abena, the gang's slay queen",Female,"Eyes: squinting, Hair: long brown braids",1e4728e1-3e45-4972-9755-4a38e784ff91,f980571361436083ef9bc026c7c8599ad471577cc3f43c2257c45b18f461b21e
378,gasira-the-violence mama,gasira the violence mama,"Sister Gasira, wipes people Oraimo cord for a living.",Female,"Teeth: vampire teeth, Hair: brown bun",ea72337f-658f-4198-9ad6-39bc6212c20d,9bce25ba9120bfd8b22d3632fff19dd830f43852918a242d163c5455e2a8414b
379,salamatou-the-exchange student,salamatou the exchange student,"Salamatou, An Ivorian exchange student who's in love with Amala.",Female,"Accessory: beret, Hair: Black, Eyes: Squinted",0e216fd1-d96a-4e3c-a59b-c807f772c5b3,52917c19f3118ae560f3f2a9a6bb2c0b044ad68a9c8d1be6c16efccc925a6a74
380,nguyen-the-foreigner,nguyen the foreigner,"Meet Nguyen, the Asian Aunt that's addicted to Waakaye.",Female,"Eyes: Squinted, Skin: White, Hair: dark brown",0381301b-b5a3-42c1-9f73-2c43c0b8493f,b1ba8b12f2f525e0e1985be2460eb6c9ba70354eb5e0e6d3ca0d944fa0290328
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM AXE,,,,,,
381,Olofi,Olofi,Olofi is the Yoruba creator god and messenger.,Male,Eyes: Sky Blue. Accessories: FaceMask. Strength: Creation God. Weakness: Love,26340cc4-e334-494e-a737-f2b4bb9bb22e,4f97459cc5efa9de87b9be016b2f80552cd29c87f25550b49ff603cf179af1e1
382,Amadioha,Amadioha,Amadioha is the Igbo high god of thunder.,Male,Eyes:Shut. Hair: Bald. Accessories: FaceMask. Strength: Thunder Bolt.  Weakness:  PalmOil,a0586a93-7aff-43cc-8282-d081b8d6fe90,651a070c001de204ac47fe85d7a6a582ad2c2fbfd06cdddba8e5366414337536
383,Sango,Sango,Sango is the yoruba diety of thunder.,Male,Hair:Shiny Bald. Clothing: AsoOke. Expression: Cunning. Strength: Thunder Clap. Weakness: Mice,15e1775c-74fe-4a0b-b79c-49f6b730fa89,343b513ae399e5374a5c56be283e7593805b193d3ab56b528bc9ed2eb3f9d7b3
384,Agwu,Agwu,Agwu is the Igbo deity of health and divination.,Male,Eyes: Aquamarine. Hair: Shiny Bald. Expression: Childlike. Strength: Healing. Weakness: Fire,311a6713-66c9-43ce-82d8-e3ce03a87a81,1d9abb4389eb7bf9c34374d0cd4b3078bc62f979dd3bfd74a50caa79299b37bc
385,Tano,Tano,Tano is the master of the Ghana river Tano.,Male,Eyes: Squinted.  Clothing: Yellow Danshiki with patterns. ,9c34a73f-33ee-4577-aba8-0982c1656ba7,55c03e87a12c881170f2284c904298e43e43cb7962970c4bf5f720c12b055cdc
386,Anansi,Anansi,Anansi is a trickster god of stories of the Ghana people.,Male,Eyes: Sleepy. Accessories: FaceMask.  Clothing: Black Danshiki with patterns. Strength: Illusions. Weakness: Mirrors,784f0f6b-4273-4a31-88d7-2455b96c9011,17b5588c404f697ecef999a4d6afafc834071638ebf90420023a4fa5212ee17f
387,Nyame,Nyame,Nyame is the omnipotent god of the Ghana region.,Male,"Eyes:Black, Hair:Bald, Expression: Serious. Accessories: Facemask. Clothing: Yellow Patterned Danshiki with black lining. Strength: HeatBlast. Weakness: Cattles. ",f3af0bbd-0724-4696-89ff-ed67f63e6b4f,cb95b9330304d3318b0d13c835d0dc7c607463592248177adb8279f9d1972f31
388,Obatala,Obatala,Obatala is the lord of all gods in the Yoruba land.,Male,Eyes: Pitch Black. Expression: Mysterious. Clothing: Yellowish Blue Native. Strength: Oro Ase. Weakness: None. ,c447c120-830e-4543-9cb3-5917ba36bce8,bbb47e6fba85b5ab568bb0de1909f146b2b41e4687803553f7546a9a8a295a96
389,Erinle,Erinle,"Erinle is a powerful hunter of the Yoruba land.,",Male,Eyes: Midnight black. Hair: Shiny Bald. Expression: Angry. Strength: Irongrip. Weakness: Food,dacbbb38-087d-4248-8085-13b619da0ef9,eeaa00a9976ff7a2004c73e10bdb53703fdf824326693e3e7baa328e09212b7a
390,Ogun,Ogun,Ogun is the Yoruba God of iron and metal work.,Male,Expression: Amused. Hair: Shiny Bald. Clothing: Whitish Blue Ankara. Strength: Ironclaw. Weakness: Wood.,94c607b3-791e-40df-bd93-50926f094143,d56a800bd4ec47e125c7c51bc35263c1d3f64dabe14fa93ca1aac9145df63825
391,Abosom,Abosom,Abosom is the goddess of wisdom and knowledge of the Ghana people.,Female,Hair: Fuzzy Brown. Accessories: Glasses and Pipe. Expression: Baddie. Clothing: Patterned Danshiki.Strength: All knowing. Weakness: Ignorance,b3427836-627b-41e4-a2d0-c29473448343,cbed083da6298661c0165eaf9ea91b70bc6f95cfc87df8a4417f34394e6ae5f1
392,Oya,Oya,Oya is the goddess of violent storms and winds of the Yoruba people.,Female,Hair; Purple Braids. Accessories: Glasses. Clothing: Darkish Blue Buba. Expression: Bitchy. Strength: Seduction. Weakness: Dirt,22aaebe4-4659-44de-ab3d-c4dae11fe9f5,5e302db674a10abd018da9ca0bc428a94d95e92b8281c57d5f149fee657387e0
393,Agbala,Agbala,Agbala is the stylish goddess of the future for the Igbo region.,Female,"Hair: Black Knob. Accessories: Berret, Glasses and Gum. Expression: Unbothered. Clothing: Patterned Kente. Stength: Foresight. Weakness: Wine",ca720bf9-5e47-4421-b38f-bc62162ae99e,1355a6257e38b0f85d0fc659529c4f3e909dc56fdaae20b46d3b26155e707e33
394,Njoku-ji,Njoku-ji,Njoku-ji is the goddess of new yam of the Igbo people.,Female,Hair: Light brown Cornrows. Accessories: Glasses. Clothing: Patterned Isiagu. Expression: Blank. ,3b795bad-91b4-4d0e-8ed8-bccbb226fc55,535460630ca95f8ae778c78bb1b6e462c4fbfd60cd4a30951ffe738735bbbc91
395,Akonadi,Akonadi,Akonadi is the goddess of justice and prophesies of the Ghana people.,Female,Hair: Brown Wavy. Accessories: Glasses. Teeth: Vampiric. Clothing: Yellow patterned Kento. Strength: Scale Of Justice. Weakness: Anansi,2aebd094-3be5-4773-a7a0-361f6332a7d4,3fe6df65c72d963d73f090c9ede60e9ebfa8c227a48cb8f694dbe9e0d90f6e02
396,Onyame,Onyame,Onyame is the goddess of the moon of the ghana region,Female,Hair: Wavy Brown Curls. Eyes: Aquamarine. Accessories: Earrings. Clothing: Drum Patterned Danshiki. Strength: Moonbeam. Weakness: Erinle,fb148f97-d309-45a4-b902-4e066ca13f96,77affae59114b08f9875beb5a9a11c567e1d0f12b67e6651847065409d67d667
397,Ibeji,Ibeji,Ibeji is the goddess of balance and twin of the Yoruba people.,Female,,7b210c03-5446-462d-980e-c73dbbc1e386,5c03cd8fca02eb9c726952ed88eeba8c0dc00d6b9815bd694f66bc723938094b
398,Asase-ya,Asase-ya,Asase-ya is the goddess of fertility and love of the Ghanaian people,Female,,80b51092-3fbc-4d0c-8518-fc461ccb6c80,a9b9bb0280135fe2e1088ea4df905d988f8d35cc44c82f2332ee2f67f8c4c79c
399,Yemoja,Yemoja,Yemoja is the stylish yoruba goddess of the rivers.,Female,,1693b44d-96cf-4c2d-89be-9f4219c28447,37ab92e2cad29adafdaff742a509a285283900f5fc6dbb5d9ad7076dde26b94d
400,Yemaya,Yemaya,Yemaya is the Ghana goddess of rivers and waters.,Female,,9609d0f4-d9d3-4cff-aa06-a9c459fefa39,baa5c32394af3c8e7d33630e438121fbed0896b2c2de5bdd42465d1819ef90cf
,,,,,,,09909994ca7547fe185e951b116173e02001e4739fc9b778b3ed175dbab2911a
TEAM BOOT,,,,,,
401,smirky-becky,smirky becky,Becky ends every statement she makes with a smirk.,female,"Hair: Black low cut, Eyes: Brown, Clothing: Animal print dress, Accessories: Ankara beret,  Expression: Smirking, Strength: Curiosity, Weakness: Short sighted ",87bcc41f-eb3e-4ba2-9645-223c949a9b50,4dd1aa0e589666b3cadbeeef726549386ef2e89f678ee38806140ae8714cfcbb
